State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Punjab,Malerkotla,Late Kharif,Irrigated,HKR 47; MTU-1224
Odisha,Sambalpur,Main Kharif,Rainfed,Birsa Vikas Dhan 109; Surendra; Pooja
Punjab,Muktsar,Early Kharif,Limited Irrigation,Taraori Basmati; Ranjit; Swarna-Sub1
Punjab,Ferozepur,Rabi,Limited Irrigation,Punjab Basmati 7; GR 11; Pusa 1509; Jaya
Assam,Sibsagar,Kharif,Irrigated,MTU-1224; Swarna (MTU-7029); Pusa 44; Ciherang-Sub1
Bihar,Samastipur,Kharif,Rainfed,Sahbhagi Dhan; Anjali
West Bengal,Cooch Behar,Early Kharif,Rainfed,Mahanandi; SR 26B; Udaya
Punjab,Jalandhar,Summer (Hot Weather),Irrigated,Taraori Basmati; Satabdi; IR 64
Tamil Nadu,Pudukkottai,Kharif,Irrigated,PR 121; PR 128; MTU-1010; Lunishree
Andhra Pradesh,Visakhapatnam,Main Rabi,Rainfed,CR Dhan 40; Swarna; CSR 43
Jharkhand,Ranchi,Early Rabi,Irrigated,Jaya; MTU-1010; IR 64
Uttar Pradesh,Bareilly,Kharif,Irrigated,JGL 384; Mahsuri
Punjab,Mansa,Early Rabi,Irrigated,CSR 30; Jaya
Andhra Pradesh,Chittoor,Kharif,Rainfed,Sahbhagi Dhan; Indira Barani 1
Karnataka,Kodagu,Early Kharif,Irrigated,Jeerige Sanna; PR 131; JGL 1798
Bihar,Samastipur,Early Kharif,Irrigated,MTU-1010; Vijetha
Assam,Dhubri,Early Kharif,Irrigated,BPT-2231; Sumati
Andhra Pradesh,Krishna,Main Rabi,Limited Irrigation,SR 26B; Lunishree
Uttar Pradesh,Mau,Kharif,Limited Irrigation,Pusa Basmati 1121; Taraori Basmati
West Bengal,Paschim Medinipur,Main Rabi,Rainfed,Jaya; Virendra
West Bengal,Birbhum,Main Rabi,Limited Irrigation,Rasi; CR Dhan 801
Punjab,Hoshiarpur,Early Kharif,Limited Irrigation,Punjab Basmati 7; Khandagiri
Tamil Nadu,Tiruchirapalli,Early Rabi,Limited Irrigation,Lunishree; Satabdi
Bihar,Gopalganj,Early Rabi,Irrigated,Khitish; GR 11
Assam,Cachar,Summer (Hot Weather),Irrigated,Bora Rice; Joha Rice
Tamil Nadu,Thoothukudi,Kharif,Rainfed,Annada; Hamilton; SR 26B
Punjab,Faridkot,Late Kharif,Irrigated,IR 64; Sumati; Samba Mahsuri (BPT-5204)
West Bengal,Bankura,Rabi,Limited Irrigation,Ratna; Samba Mahsuri-Sub1
Bihar,Samastipur,Late Kharif,Rainfed,Konark; Virendra
Andhra Pradesh,Prakasam,Rabi,Limited Irrigation,GR 11; Satabdi
Jharkhand,Dhanbad,Late Kharif,Limited Irrigation,Ranjit; Surendra
Karnataka,Bellary,Main Rabi,Rainfed,Saket 4; Khitish
Tamil Nadu,Tiruvarur,Main Kharif,Rainfed,Pooja; Gayatri
Karnataka,Gadag,Early Rabi,Limited Irrigation,Mysore Mallige; Swarna
West Bengal,Malda,Kharif,Limited Irrigation,CR Dhan 801; Pratiksha
Punjab,Mansa,Main Rabi,Limited Irrigation,Khitish; Ratna
Karnataka,Gadag,Late Kharif,Rainfed,Khandagiri; Pooja
Bihar,Bhojpur,Early Kharif,Limited Irrigation,Mahanandi; Surendra
Uttar Pradesh,Mau,Early Rabi,Limited Irrigation,Jaya; Pusa 1121; MTU-1010
Karnataka,Raichur,Summer,Limited Irrigation,Mysore Mallige; Satabdi; Improved Sabarmati; Jaya
Uttar Pradesh,Kheri,Main Kharif,Rainfed,Naveen; Adamchini; Surendra
West Bengal,Uttar Dinajpur,Main Rabi,Limited Irrigation,Swarna; Khitish
West Bengal,Cooch Behar,Late Kharif,Rainfed,Nagina 22; CR Dhan 40
Andhra Pradesh,East Godavari,Early Rabi,Irrigated,Khitish; CSR 36; Lunishree
Haryana,Ambala,Main Rabi,Irrigated,Improved Sabarmati; Ratna; Pusa 1509
Chhattisgarh,Bilaspur,Kharif,Irrigated,Rasi; Pusa 44
Karnataka,Bellary,Kharif,Rainfed,Mahanandi; Pratiksha
Uttar Pradesh,Kheri,Early Kharif,Rainfed,CR Dhan 40; Pratiksha; Ranjit
Tamil Nadu,Cuddalore,Late Kharif,Irrigated,MCM-100; Samba Mahsuri (BPT-5204); PR 126
Tamil Nadu,Thanjavur,Summer,Limited Irrigation,CSR 30; SR 26B
West Bengal,North 24 Parganas,Early Rabi,Irrigated,Khitish; Swarna-Sub1
Odisha,Bargarh,Late Kharif,Irrigated,Samba Mahsuri-Sub1; CSR 27; Vijetha
West Bengal,Nadia,Summer (Hot Weather),Irrigated,Kalonunia; Badshabhog; MCM-100
Karnataka,Shimoga,Late Kharif,Irrigated,PR 130; Vijetha
Uttar Pradesh,Ballia,Summer (Hot Weather),Limited Irrigation,IR 64; Satabdi
Assam,Jorhat,Late Kharif,Irrigated,Vijetha; JGL 384
Andhra Pradesh,Kadapa,Main Rabi,Irrigated,CSR 36; CSR 30
Karnataka,Koppal,Main Rabi,Irrigated,MTU-1010; Improved Sabarmati
Bihar,Darbhanga,Summer (Hot Weather),Irrigated,Ciherang-Sub1; Improved Sabarmati
Punjab,Gurdaspur,Early Kharif,Rainfed,Lalat; Gayatri; Naveen
Tamil Nadu,Erode,Early Rabi,Irrigated,Pusa 1509; SR 26B; MTU-1010
Haryana,Hisar,Late Kharif,Limited Irrigation,CR Dhan 40; Mahanandi
Odisha,Bolangir,Early Rabi,Limited Irrigation,Swarna; GR 11; CSR 36
Bihar,Gaya,Rabi,Limited Irrigation,Samba Mahsuri-Sub1; Swarna; Pusa 1509; IR 64
Karnataka,Kodagu,Kharif,Limited Irrigation,Udaya; Mysore Mallige
Chhattisgarh,Rajnandgaon,Summer (Hot Weather),Limited Irrigation,Rasi; IR 64
Bihar,Bhojpur,Early Kharif,Rainfed,Indira Barani 1; Virendra; CR Dhan 40
Haryana,Yamunanagar,Early Kharif,Limited Irrigation,Lalat; Sahbhagi Dhan
Punjab,Jalandhar,Early Rabi,Limited Irrigation,Punjab Basmati 7; Satabdi; Pusa 1509
Uttar Pradesh,Faizabad,Kharif,Limited Irrigation,Udaya; Sahbhagi Dhan; Konark; Pusa Basmati 1121
Bihar,Bhojpur,Early Kharif,Irrigated,MTU-1121; Samba Mahsuri (BPT-5204); PR 128
Jharkhand,Dhanbad,Summer,Irrigated,Satabdi; Jaya
Andhra Pradesh,Chittoor,Summer (Hot Weather),Irrigated,MCM-100; Jaya; Lunishree
Haryana,Hisar,Summer,Irrigated,Rasi; Satabdi; IR 64
Uttar Pradesh,Faizabad,Main Kharif,Irrigated,PR 121; MTU-1224; Swarna (MTU-7029)
Jharkhand,Deoghar,Summer,Limited Irrigation,Ratna; Improved Sabarmati; CSR 30; Jaya
Andhra Pradesh,Krishna,Summer,Limited Irrigation,Improved Sabarmati; Lunishree; MCM-100
Uttar Pradesh,Azamgarh,Main Kharif,Irrigated,JGL 384; MTU-1262
Tamil Nadu,Tiruchirapalli,Early Rabi,Rainfed,CSR 43; Nagina 22; Anjali
Uttar Pradesh,Ballia,Late Kharif,Rainfed,Kala Namak; Gayatri; Konark
West Bengal,Darjeeling,Summer (Hot Weather),Irrigated,CSR 30; Swarna-Sub1
Punjab,SAS Nagar,Main Kharif,Irrigated,MTU-1121; MTU-1318; IR 64
Chhattisgarh,Raigarh,Main Kharif,Rainfed,Lalat; Gayatri; Anjali
Karnataka,Dakshina Kannada,Rabi,Irrigated,IR 64; GR 11; Swarna
West Bengal,Purulia,Main Rabi,Limited Irrigation,CR Dhan 801; MCM-100
Tamil Nadu,Salem,Main Rabi,Limited Irrigation,Khitish; Rasi
Jharkhand,Bokaro,Rabi,Limited Irrigation,MTU-1010; Improved Sabarmati; Pusa 1121
Karnataka,Kodagu,Rabi,Rainfed,Virendra; Birsa Vikas Dhan 109; Improved Sabarmati
Tamil Nadu,Tiruvarur,Summer,Irrigated,CSR 27; CSR 30; Improved Sabarmati
Andhra Pradesh,Visakhapatnam,Rabi,Limited Irrigation,MCM-100; Pusa 1509
Bihar,Patna,Kharif,Irrigated,Pusa 44; JGL 384; PR 131
West Bengal,Purba Medinipur,Early Kharif,Rainfed,Tulaipanji; Kataribhog
Bihar,Khagaria,Summer (Hot Weather),Limited Irrigation,Swarna-Sub1; Boro varieties; Rasi
Haryana,Ambala,Early Kharif,Irrigated,PR 131; BPT-2231
Punjab,Moga,Summer (Hot Weather),Irrigated,Punjab Basmati 7; Jaya; Rasi
Punjab,Ludhiana,Early Kharif,Irrigated,Pusa Basmati 1121; MTU-1224; Mahsuri
Odisha,Balasore,Kharif,Limited Irrigation,Anjali; Konark
West Bengal,North 24 Parganas,Main Rabi,Irrigated,Rasi; Improved Sabarmati; Tulaipanji
Haryana,Panipat,Late Kharif,Limited Irrigation,CR Dhan 40; Sahbhagi Dhan; Konark
West Bengal,Nadia,Main Kharif,Limited Irrigation,Gobindobhog; Lunishree
Chhattisgarh,Korba,Early Kharif,Irrigated,MTU-1224; Sumati
Karnataka,Gadag,Main Kharif,Limited Irrigation,Naveen; Lalat
Bihar,Purnia,Main Rabi,Limited Irrigation,Khitish; Jaya; MTU-1010
Chhattisgarh,Janjgir-Champa,Early Kharif,Rainfed,Ranjit; Birsa Vikas Dhan 110
West Bengal,Bankura,Summer,Irrigated,SR 26B; Lunishree; Satabdi
Assam,Darrang,Main Rabi,Limited Irrigation,Ciherang-Sub1; Improved Sabarmati
Uttar Pradesh,Amethi,Kharif,Limited Irrigation,Surendra; Anjali; Vandana
Chhattisgarh,Dantewada,Late Kharif,Irrigated,Jeeraphool; PR 121; Sumati
Punjab,Rupnagar,Kharif,Rainfed,Khandagiri; Punjab Basmati 7
Bihar,Purba Champaran,Summer,Limited Irrigation,Improved Sabarmati; Ciherang-Sub1; CR Dhan 801; Boro varieties
Punjab,Tarn Taran,Main Kharif,Irrigated,JGL 1798; MTU-1318
Uttar Pradesh,Maharajganj,Summer (Hot Weather),Limited Irrigation,Adamchini; Jaya; Taraori Basmati
Uttar Pradesh,Shahjahanpur,Rabi,Limited Irrigation,Adamchini; GR 11
Chhattisgarh,Mahasamund,Rabi,Limited Irrigation,Vishnu Bhog; Improved Sabarmati
West Bengal,Alipurduar,Early Rabi,Rainfed,Virendra; CSR 30
Karnataka,Mandya,Summer,Limited Irrigation,Improved Sabarmati; Rasi
Uttar Pradesh,Ghazipur,Main Rabi,Irrigated,GR 11; Pusa 1121
Uttar Pradesh,Siddharthnagar,Summer (Hot Weather),Irrigated,IR 64; CSR 30; Improved Sabarmati
Assam,Sibsagar,Summer,Limited Irrigation,Bora Rice; Khitish
Chhattisgarh,Surguja,Summer,Irrigated,Satabdi; Boro varieties; Jeeraphool; Vishnu Bhog
Tamil Nadu,Thanjavur,Kharif,Irrigated,CSR 27; MTU-1262
Tamil Nadu,Ramanathapuram,Main Rabi,Irrigated,CSR 43; CSR 27
Bihar,Aurangabad,Summer (Hot Weather),Irrigated,IR 64; Rasi; Improved Sabarmati
Tamil Nadu,Tiruchirapalli,Kharif,Rainfed,Lalat; Vandana; Naveen
Haryana,Fatehabad,Early Kharif,Limited Irrigation,Pooja; Gayatri
Odisha,Kalahandi,Late Kharif,Rainfed,SR 26B; CSR 27
Haryana,Kurukshetra,Late Kharif,Irrigated,PR 130; Swarna (MTU-7029); PR 121
Haryana,Kurukshetra,Rabi,Limited Irrigation,Ratna; Improved Sabarmati; Khitish
Andhra Pradesh,West Godavari,Early Kharif,Irrigated,MTU-1061; Rasi
Karnataka,Uttar Kannada,Main Kharif,Rainfed,Swarna-Sub1; Konark; Pooja
Odisha,Koraput,Main Rabi,Irrigated,IR 64; Rasi
Andhra Pradesh,Chittoor,Kharif,Rainfed,Lunishree; Virendra
Karnataka,Bellary,Early Rabi,Rainfed,Satabdi; Nagina 22
Jharkhand,Ranchi,Summer,Irrigated,Improved Sabarmati; IR 64; Satabdi; Khitish
Tamil Nadu,Salem,Early Rabi,Limited Irrigation,Satabdi; Ratna; CSR 43
West Bengal,Dakshin Dinajpur,Early Kharif,Limited Irrigation,Swarna-Sub1; Hamilton
Tamil Nadu,Ramanathapuram,Main Rabi,Irrigated,CSR 27; Jaya
Jharkhand,Bokaro,Kharif,Irrigated,Mahsuri; MTU-1224
Jharkhand,Lohardaga,Kharif,Rainfed,CR Dhan 40; Sahbhagi Dhan; Pooja; Surendra
Chhattisgarh,Raipur,Rabi,Irrigated,CSR 30; Satabdi; Pusa 1121; Dubraj
Bihar,Patna,Kharif,Rainfed,Sahbhagi Dhan; Birsa Vikas Dhan 109
Andhra Pradesh,Visakhapatnam,Early Kharif,Irrigated,JGL 384; PR 131
Karnataka,Raichur,Kharif,Limited Irrigation,Konark; Mahanandi
Bihar,Gopalganj,Kharif,Irrigated,Samba Mahsuri (BPT-5204); HKR 47
Chhattisgarh,Durg,Late Kharif,Irrigated,MTU-1224; Mahsuri; PR 130
Andhra Pradesh,Vizianagaram,Early Rabi,Rainfed,Nagina 22; CSR 36; Pusa 1509
Punjab,SBS Nagar,Late Kharif,Limited Irrigation,Gayatri; Indira; Naveen
Andhra Pradesh,East Godavari,Kharif,Irrigated,Lunishree; MTU-1262; CSR 36
Punjab,Tarn Taran,Main Rabi,Limited Irrigation,Improved Sabarmati; Pusa 1121
Punjab,Mansa,Kharif,Rainfed,Taraori Basmati; Virendra; Indira
Tamil Nadu,Tirunelveli,Rabi,Irrigated,Swarna; Pusa 1509; CSR 43; Pusa 1121
West Bengal,Purba Medinipur,Early Rabi,Limited Irrigation,SR 26B; IR 64; Kataribhog
Odisha,Bargarh,Kharif,Irrigated,Samba Mahsuri (BPT-5204); MTU-1262
Andhra Pradesh,Kurnool,Kharif,Rainfed,Annada; Khandagiri
West Bengal,South 24 Parganas,Rabi,Rainfed,Khitish; Tulaipanji; Rasi
West Bengal,Bankura,Rabi,Irrigated,Ciherang-Sub1; Hamilton
West Bengal,Malda,Summer,Limited Irrigation,MTU-1061; SR 26B; Tulaipanji
Odisha,Ganjam,Early Kharif,Limited Irrigation,CR Dhan 40; CSR 36
Haryana,Karnal,Kharif,Rainfed,Indira Barani 1; Gayatri
Odisha,Koraput,Rabi,Irrigated,Jaya; CSR 36
Odisha,Jagatsinghpur,Summer,Irrigated,Samba Mahsuri-Sub1; Rasi
Chhattisgarh,Rajnandgaon,Main Rabi,Limited Irrigation,Khitish; Swarna
West Bengal,Murshidabad,Rabi,Irrigated,SR 26B; CSR 27; Pusa 1121
Karnataka,Dakshina Kannada,Rabi,Rainfed,IR 64; Jaya; Nagina 22; Khitish
Odisha,Koraput,Kharif,Limited Irrigation,Pooja; Khandagiri; Ranjit; IR64-Sub1
West Bengal,Bankura,Summer,Limited Irrigation,CSR 43; Gobindobhog
Chhattisgarh,Raigarh,Rabi,Limited Irrigation,Jaya; IR 64; GR 11; Khitish
Andhra Pradesh,Kurnool,Main Rabi,Rainfed,Hamilton; Vandana; Pusa 1121
Chhattisgarh,Durg,Kharif,Rainfed,Virendra; Vandana
Chhattisgarh,Kabirdham,Summer,Limited Irrigation,CSR 30; Ratna
Punjab,Jalandhar,Kharif,Irrigated,MTU-1318; BPT-2231
Assam,Kokrajhar,Kharif,Irrigated,Sumati; Mahsuri; MTU-1010; BPT-2231
Odisha,Koraput,Summer,Irrigated,Samba Mahsuri-Sub1; Hamilton
Andhra Pradesh,Krishna,Main Kharif,Rainfed,Naveen; Udaya; Vandana
Assam,Kokrajhar,Early Kharif,Irrigated,MTU-1262; Mahsuri
Bihar,Bhojpur,Kharif,Irrigated,PR 130; Pusa 44
Assam,Kamrup,Main Kharif,Rainfed,Birsa Vikas Dhan 110; Lalat
West Bengal,Bankura,Late Kharif,Rainfed,Birsa Vikas Dhan 110; CSR 43
Haryana,Karnal,Kharif,Rainfed,Birsa Vikas Dhan 109; Sahbhagi Dhan
Uttar Pradesh,Pilibhit,Early Kharif,Irrigated,PAU 201; MTU-1318; Taraori Basmati
Karnataka,Kodagu,Summer,Irrigated,Khitish; Ratna
Jharkhand,Bokaro,Kharif,Rainfed,Mahanandi; Birsa Vikas Dhan 109
Tamil Nadu,Cuddalore,Early Rabi,Irrigated,Hamilton; CSR 27
Chhattisgarh,Jashpur,Late Kharif,Irrigated,Samba Mahsuri (BPT-5204); Mahsuri; Swarna (MTU-7029)
Assam,Bongaigaon,Early Kharif,Rainfed,Gayatri; Swarna-Sub1
Bihar,Rohtas,Kharif,Rainfed,Lalat; Udaya; Swarna-Sub1; Saket 4
Tamil Nadu,Cuddalore,Main Rabi,Irrigated,Hamilton; CSR 43; Ratna
West Bengal,South 24 Parganas,Kharif,Limited Irrigation,MTU-1061; Mahanandi; IR64-Sub1; Anjali
Punjab,Amritsar,Summer,Irrigated,Rasi; CSR 30
Assam,Goalpara,Summer,Irrigated,Ciherang-Sub1; Kola Joha; Joha Rice; CSR 30
West Bengal,Nadia,Main Kharif,Limited Irrigation,Kalonunia; Pratiksha; Kataribhog
Tamil Nadu,Cuddalore,Early Kharif,Limited Irrigation,Ranjit; Khandagiri; Konark
Uttar Pradesh,Gorakhpur,Rabi,Limited Irrigation,Pusa 1509; Improved Sabarmati
West Bengal,Hooghly,Early Rabi,Rainfed,Pusa 1509; Kalonunia
Tamil Nadu,Cuddalore,Kharif,Limited Irrigation,Anjali; Vandana
Tamil Nadu,Pudukkottai,Early Rabi,Rainfed,Birsa Vikas Dhan 109; Khitish; MTU-1061
Assam,Kokrajhar,Late Kharif,Rainfed,CR Dhan 40; Pratiksha; Kola Joha
West Bengal,Uttar Dinajpur,Kharif,Limited Irrigation,Udaya; CR Dhan 40; Sahbhagi Dhan; IR64-Sub1
Assam,Kamrup,Summer (Hot Weather),Irrigated,CSR 30; Satabdi
Chhattisgarh,Jashpur,Summer (Hot Weather),Irrigated,Ratna; Satabdi; Jaya
Tamil Nadu,Tirunelveli,Summer,Limited Irrigation,Improved Sabarmati; Jaya; CSR 30
Jharkhand,Dhanbad,Kharif,Rainfed,Surendra; Gayatri; Pratiksha; Indira
West Bengal,Nadia,Summer,Limited Irrigation,MCM-100; Gobindobhog
West Bengal,Uttar Dinajpur,Rabi,Irrigated,Tulaipanji; MTU-1061
Uttar Pradesh,Varanasi,Early Rabi,Limited Irrigation,Jaya; CSR 30; Adamchini
Karnataka,Uttar Kannada,Rabi,Irrigated,Mysore Mallige; Pusa 1121; Jaya; MTU-1010
Tamil Nadu,Sivaganga,Kharif,Irrigated,HKR 47; PR 130; Vijetha; Pusa 44
Jharkhand,Paschim Singhbhum,Main Rabi,Limited Irrigation,CSR 30; GR 11
Haryana,Yamunanagar,Kharif,Irrigated,MTU-1224; JGL 1798; JGL 384
Uttar Pradesh,Ambedkar Nagar,Late Kharif,Irrigated,Rasi; Pusa 44; Pusa Basmati 1121
Assam,Darrang,Summer (Hot Weather),Limited Irrigation,Ciherang-Sub1; Improved Sabarmati
Andhra Pradesh,Prakasam,Late Kharif,Irrigated,MTU-1121; BPT-2231
Tamil Nadu,Ramanathapuram,Kharif,Limited Irrigation,Ranjit; CSR 36; MCM-100; Surendra
Karnataka,Uttar Kannada,Early Kharif,Limited Irrigation,Pooja; Annada
Punjab,Ferozepur,Rabi,Irrigated,Pusa 1509; Rasi
Bihar,Gaya,Summer,Limited Irrigation,Swarna-Sub1; Jaya
Assam,Sibsagar,Early Rabi,Irrigated,Khitish; CR Dhan 801
Odisha,Koraput,Summer,Limited Irrigation,Boro varieties; CSR 43
Punjab,Jalandhar,Main Rabi,Irrigated,Improved Sabarmati; Pusa Basmati 1121
Andhra Pradesh,Prakasam,Kharif,Rainfed,Pooja; Hamilton; SR 26B
Odisha,Puri,Main Kharif,Rainfed,Annada; Indira; Mahanandi
Odisha,Ganjam,Kharif,Rainfed,Annada; Lunishree; Hamilton; Surendra
Odisha,Kendrapara,Kharif,Limited Irrigation,MCM-100; Ranjit
Jharkhand,Deoghar,Late Kharif,Limited Irrigation,Udaya; Sahbhagi Dhan; Khandagiri
Tamil Nadu,Cuddalore,Main Kharif,Irrigated,Hamilton; PAU 201
Odisha,Nuapada,Early Rabi,Limited Irrigation,IR 64; CSR 36
West Bengal,Uttar Dinajpur,Late Kharif,Irrigated,Tulaipanji; Lunishree; CR Dhan 801
Chhattisgarh,Jashpur,Main Rabi,Limited Irrigation,CSR 30; Pusa 1509
West Bengal,Birbhum,Early Kharif,Limited Irrigation,IR64-Sub1; Swarna-Sub1
West Bengal,Murshidabad,Main Kharif,Rainfed,MCM-100; CSR 36; CSR 27
Uttar Pradesh,Chandauli,Late Kharif,Rainfed,Lalat; Sahbhagi Dhan
Jharkhand,Paschim Singhbhum,Early Kharif,Limited Irrigation,Mahanandi; Naveen; Konark
Uttar Pradesh,Chandauli,Summer (Hot Weather),Limited Irrigation,CSR 30; Boro varieties; Jaya
Punjab,Jalandhar,Main Kharif,Irrigated,MTU-1010; PR 126
West Bengal,Bardhaman,Kharif,Rainfed,Surendra; Annada; CR Dhan 40
Jharkhand,Lohardaga,Rabi,Limited Irrigation,Ratna; Khitish
West Bengal,Alipurduar,Main Rabi,Limited Irrigation,MCM-100; Radhunipagal; Tulaipanji
Odisha,Bolangir,Main Rabi,Irrigated,CSR 43; MTU-1010
Assam,Cachar,Main Rabi,Limited Irrigation,Satabdi; Kola Joha; Swarna-Sub1
Chhattisgarh,Korba,Late Kharif,Rainfed,Vandana; Virendra; Indira
Uttar Pradesh,Kheri,Rabi,Limited Irrigation,Pusa 1509; Swarna
Chhattisgarh,Mahasamund,Late Kharif,Rainfed,Ranjit; Pratiksha
Uttar Pradesh,Varanasi,Rabi,Limited Irrigation,CSR 30; MTU-1010
West Bengal,Birbhum,Kharif,Irrigated,IR 64; PR 131; CR Dhan 801
Tamil Nadu,Sivaganga,Early Rabi,Irrigated,MCM-100; IR 64
Haryana,Kaithal,Summer (Hot Weather),Limited Irrigation,IR 64; Satabdi; Rasi
Chhattisgarh,Bastar,Rabi,Irrigated,Vishnu Bhog; Jaya
Tamil Nadu,Ramanathapuram,Summer,Limited Irrigation,MCM-100; IR 64; MTU-1061
Tamil Nadu,Pudukkottai,Early Rabi,Irrigated,Jaya; Swarna
Jharkhand,Lohardaga,Main Rabi,Irrigated,MTU-1010; Swarna
West Bengal,Nadia,Main Kharif,Irrigated,Ciherang-Sub1; MTU-1061
Chhattisgarh,Jashpur,Early Rabi,Irrigated,Swarna; Ratna
Bihar,Purnia,Main Kharif,Limited Irrigation,Swarna-Sub1; Lalat
Punjab,Moga,Summer,Limited Irrigation,CSR 30; Ratna
Assam,North-Eastern Plains - Regional,Rabi,Limited Irrigation,MTU-1010; Pusa 1509; Kola Joha; IR64-Sub1
Haryana,Kaithal,Rabi,Irrigated,Jaya; Pusa 1121; Improved Sabarmati
Chhattisgarh,Sukma,Main Kharif,Rainfed,Ranjit; Pooja
Punjab,Muktsar,Rabi,Irrigated,GR 11; Satabdi; Taraori Basmati
Assam,Nagaon,Main Rabi,Limited Irrigation,Pusa 1121; Swarna-Sub1
Odisha,Nuapada,Kharif,Rainfed,Birsa Vikas Dhan 109; Sahbhagi Dhan
Punjab,Jalandhar,Main Rabi,Limited Irrigation,Swarna; Pusa Basmati 1121; Ratna
West Bengal,Bankura,Rabi,Limited Irrigation,MTU-1061; IR 64
West Bengal,Nadia,Rabi,Irrigated,Ratna; CSR 30
Bihar,Samastipur,Kharif,Limited Irrigation,Annada; Lalat
Haryana,Sirsa,Early Kharif,Irrigated,MTU-1224; PR 131; MTU-1318
Karnataka,Tumkur,Early Rabi,Irrigated,Pusa 1121; Pusa 1509
Chhattisgarh,Korba,Kharif,Irrigated,PR 128; PR 131; Swarna (MTU-7029)
Odisha,Jagatsinghpur,Kharif,Limited Irrigation,Indira; Vandana; Gayatri; Lunishree
Andhra Pradesh,East Godavari,Main Rabi,Limited Irrigation,GR 11; CSR 36
Tamil Nadu,Cuddalore,Late Kharif,Irrigated,JGL 384; Hamilton; MTU-1318
Karnataka,Mandya,Summer,Irrigated,Mysore Mallige; Improved Sabarmati
Chhattisgarh,All,Summer,Limited Irrigation,Rasi; CSR 30; IR 64
Jharkhand,Purba Singhbhum,Main Rabi,Limited Irrigation,IR 64; Satabdi; Jaya
Bihar,Patna,Rabi,Limited Irrigation,CSR 30; Pusa 1121; Pusa 1509; Satabdi
Chhattisgarh,Korba,Early Kharif,Rainfed,Sahbhagi Dhan; Pooja
Odisha,Rayagada,Main Kharif,Limited Irrigation,Swarna-Sub1; Udaya; Samba Mahsuri-Sub1
West Bengal,South 24 Parganas,Early Rabi,Limited Irrigation,Kataribhog; Rasi
Odisha,Koraput,Summer (Hot Weather),Irrigated,CSR 30; IR 64; Satabdi
Chhattisgarh,Korba,Kharif,Limited Irrigation,Mahanandi; Udaya
Tamil Nadu,Erode,Main Kharif,Rainfed,Anjali; Vandana
Uttar Pradesh,Pratapgarh,Early Rabi,Irrigated,MTU-1010; CSR 30
Assam,Dibrugarh,Kharif,Rainfed,Indira Barani 1; Naveen
Tamil Nadu,Thoothukudi,Kharif,Limited Irrigation,Mahanandi; Swarna-Sub1
Karnataka,Raichur,Early Rabi,Irrigated,Khitish; IR 64; Jaya
Chhattisgarh,Jashpur,Summer (Hot Weather),Limited Irrigation,Satabdi; Vishnu Bhog
Odisha,Cuttack,Summer,Irrigated,Satabdi; CSR 27; MTU-1061
Uttar Pradesh,Kheri,Early Kharif,Irrigated,PAU 201; Taraori Basmati; PR 131
West Bengal,Malda,Rabi,Limited Irrigation,Radhunipagal; MCM-100; Improved Sabarmati
Uttar Pradesh,Varanasi,Main Kharif,Limited Irrigation,Annada; Pooja
Chhattisgarh,Korba,Summer (Hot Weather),Irrigated,IR 64; Dubraj
Chhattisgarh,Bastar,Early Kharif,Limited Irrigation,Jeeraphool; CR Dhan 40; Indira
Tamil Nadu,Cuddalore,Main Kharif,Rainfed,Swarna-Sub1; Anjali; Vandana
Chhattisgarh,Mahasamund,Main Kharif,Irrigated,BPT-2231; JGL 384
West Bengal,North 24 Parganas,Late Kharif,Limited Irrigation,Ranjit; Kataribhog
Karnataka,Mysore,Main Rabi,Rainfed,Anjali; Mysore Mallige
Haryana,Hisar,Kharif,Irrigated,PR 126; Rasi; MTU-1318; Vijetha
Odisha,Kalahandi,Early Rabi,Irrigated,CR Dhan 801; Pusa 1509; Khitish
Uttar Pradesh,Sultanpur,Summer,Irrigated,Kala Namak; Taraori Basmati
Uttar Pradesh,Ambedkar Nagar,Main Kharif,Limited Irrigation,Lalat; Pusa Basmati 1121; Udaya
Tamil Nadu,Nagapattinam,Kharif,Rainfed,Birsa Vikas Dhan 110; Indira; Pratiksha
Karnataka,Uttar Kannada,Main Rabi,Irrigated,Rasi; Pusa 1121; GR 11
Punjab,Moga,Main Rabi,Limited Irrigation,Improved Sabarmati; CSR 30
Tamil Nadu,Nagapattinam,Early Kharif,Irrigated,BPT-2231; MTU-1061; PR 130
Tamil Nadu,Erode,Early Kharif,Limited Irrigation,Annada; Hamilton
West Bengal,Nadia,Summer,Irrigated,Rasi; Satabdi
Odisha,Eastern Zone - Regional,Kharif,Limited Irrigation,Ranjit; MTU-1061; Anjali; IR64-Sub1
Andhra Pradesh,Vizianagaram,Late Kharif,Limited Irrigation,CSR 43; MCM-100; Pratiksha
Andhra Pradesh,Visakhapatnam,Kharif,Limited Irrigation,SR 26B; CR Dhan 40
Tamil Nadu,Thanjavur,Summer (Hot Weather),Irrigated,Improved Sabarmati; Lunishree
Assam,Dibrugarh,Late Kharif,Limited Irrigation,Mahanandi; Joha Rice
Uttar Pradesh,Faizabad,Kharif,Irrigated,PR 128; JGL 384
Assam,Cachar,Rabi,Limited Irrigation,Swarna-Sub1; IR 64; CR Dhan 801
Haryana,Panipat,Kharif,Irrigated,Sumati; PR 130
