State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Andhra Pradesh,Anantapur,Early Kharif,Rainfed,MM 9344; Prakash
Andhra Pradesh,Anantapur,Early Kharif,Limited Irrigation,Raakhi 1899; Prakash; Him 123; Diyara Composite
Andhra Pradesh,Anantapur,Main Kharif,Irrigated,Bisco X 5129; HQPM-7; HQPM-7
Andhra Pradesh,Anantapur,Main Kharif,Rainfed,Bisco X 5129; African Tall; Diyara Composite; HQPM-4
Andhra Pradesh,Anantapur,Main Kharif,Limited Irrigation,Raakhi 1899; Pusa Bio fortified Maize Hybrid-4; DMRH-1305; Bisco X 5129
Andhra Pradesh,Anantapur,Late Kharif,Irrigated,Bisco X 5129; PMH-3
Andhra Pradesh,Anantapur,Late Kharif,Rainfed,MM 9344; NMH-731; Diyara Composite
Andhra Pradesh,Anantapur,Late Kharif,Limited Irrigation,MM 9344; NMH-731; Malwa King
Andhra Pradesh,Anantapur,Early Rabi,Irrigated,Raakhi 1899; CT 1188; DMRH-1308; KH 5991
Andhra Pradesh,Anantapur,Early Rabi,Rainfed,HQPM-7; CT 1188
Andhra Pradesh,Anantapur,Early Rabi,Limited Irrigation,MM 9344; Aadarsh 3636
Andhra Pradesh,Anantapur,Main Rabi,Irrigated,HQPM-7; Ganga Hybrid-101; P2848W
Andhra Pradesh,Anantapur,Main Rabi,Rainfed,Raakhi 1899; PMH-3; Aadarsh 3636
Andhra Pradesh,Anantapur,Main Rabi,Limited Irrigation,HQPM-7; Bio-22027; Him 123
Andhra Pradesh,Anantapur,Late Rabi,Irrigated,HQPM-7; CT 7722; CO 6; Mitra
Andhra Pradesh,Anantapur,Late Rabi,Rainfed,Raakhi 1899; Raakhi 1899; Amber; DMRH-1305
Andhra Pradesh,Anantapur,Late Rabi,Limited Irrigation,Raakhi 1899; Kaushal 3339; Malwa King
Andhra Pradesh,Sri Sathya Sai,Kharif,Irrigated,Bisco X 5129; CO 6; DMRH-1308
Andhra Pradesh,Sri Sathya Sai,Kharif,Rainfed,HQPM-7; MM 9344; Vijay; CT 7722
Andhra Pradesh,Sri Sathya Sai,Kharif,Limited Irrigation,Bisco X 5129; Bisco 855; DMRH-1305
Andhra Pradesh,Sri Sathya Sai,Rabi,Irrigated,MM 9344; CT 7722
Andhra Pradesh,Sri Sathya Sai,Rabi,Rainfed,MM 9344; P2848W
Andhra Pradesh,Sri Sathya Sai,Rabi,Limited Irrigation,Raakhi 1899; P2848W; DMRH-1305
Andhra Pradesh,Sri Sathya Sai,Summer,Irrigated,MM 9344; Hi-Starch
Andhra Pradesh,Sri Sathya Sai,Summer,Rainfed,Raakhi 1899; P2848W; Diyara Composite
Andhra Pradesh,Sri Sathya Sai,Summer,Limited Irrigation,Bisco X 5129; P2809W; DMRH-1305
Andhra Pradesh,Sri Sathya Sai,Early Kharif,Irrigated,MM 9344; Prakash; HQPM-7
Andhra Pradesh,Sri Sathya Sai,Early Kharif,Rainfed,Bisco X 5129; Early Composite; Vijay; CT 1188
Andhra Pradesh,Sri Sathya Sai,Early Kharif,Limited Irrigation,HQPM-7; Pusa Extra Early Hybrid Makka-5; Prakash; Amber
Andhra Pradesh,Sri Sathya Sai,Main Kharif,Irrigated,Bisco X 5129; Paras; DMRH-1308
Andhra Pradesh,Sri Sathya Sai,Main Kharif,Rainfed,Bisco X 5129; PMH-3
Andhra Pradesh,Sri Sathya Sai,Main Kharif,Limited Irrigation,Raakhi 1899; HQPM-7
Andhra Pradesh,Sri Sathya Sai,Late Kharif,Irrigated,Raakhi 1899; Late varieties
Andhra Pradesh,Sri Sathya Sai,Late Kharif,Rainfed,Raakhi 1899; Late varieties
Andhra Pradesh,Sri Sathya Sai,Late Kharif,Limited Irrigation,HQPM-7; Late varieties
Andhra Pradesh,Sri Sathya Sai,Early Rabi,Irrigated,MM 9344; Aadarsh 3636; P2848W; PEH-2
Andhra Pradesh,Sri Sathya Sai,Early Rabi,Rainfed,HQPM-7; CT 1188; Diyara Composite; Maize Hybrid AH-58
Andhra Pradesh,Sri Sathya Sai,Early Rabi,Limited Irrigation,HQPM-7; CT 1188; DMRH-1305; Shaktiman-2
Andhra Pradesh,Sri Sathya Sai,Main Rabi,Irrigated,MM 9344; Ganga Hybrid-1
Andhra Pradesh,Sri Sathya Sai,Main Rabi,Rainfed,MM 9344; Ganga Safed-2; Vijay; Vijay
Andhra Pradesh,Sri Sathya Sai,Main Rabi,Limited Irrigation,Raakhi 1899; COH(M) 8; Him 123; HM-10
Andhra Pradesh,Sri Sathya Sai,Late Rabi,Irrigated,Bisco X 5129; CT 7722
Andhra Pradesh,Sri Sathya Sai,Late Rabi,Rainfed,Raakhi 1899; Raakhi 1899
Andhra Pradesh,Sri Sathya Sai,Late Rabi,Limited Irrigation,MM 9344; Raakhi 1899; Malwa King
Andhra Pradesh,Chittoor,Kharif,Irrigated,Raakhi 1899; CO 6
Andhra Pradesh,Chittoor,Kharif,Rainfed,MM 9344; MM 9344; Aadarsh 3636
Andhra Pradesh,Chittoor,Kharif,Limited Irrigation,MM 9344; MM 9344
Andhra Pradesh,Chittoor,Rabi,Irrigated,MM 9344; DMRH-1308; P2848W; Diyara Composite
Andhra Pradesh,Chittoor,Rabi,Rainfed,MM 9344; CT 7722
Andhra Pradesh,Chittoor,Rabi,Limited Irrigation,MM 9344; DMRH-1308; Malwa King
Andhra Pradesh,Chittoor,Summer,Irrigated,Raakhi 1899; Hi-Starch; P2848W; PEH-1
Andhra Pradesh,Chittoor,Summer,Rainfed,HQPM-7; P2848W; Diyara Composite
Andhra Pradesh,Chittoor,Summer,Limited Irrigation,Bisco X 5129; P2809W; DMRH-1305
Andhra Pradesh,Chittoor,Early Kharif,Irrigated,Raakhi 1899; Early Composite; HQPM-7
Andhra Pradesh,Chittoor,Early Kharif,Rainfed,MM 9344; Prakash
Andhra Pradesh,Chittoor,Early Kharif,Limited Irrigation,HQPM-7; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Chittoor,Main Kharif,Irrigated,Bisco X 5129; Bio-22027; HQPM-7; HM-12
Andhra Pradesh,Chittoor,Main Kharif,Rainfed,MM 9344; DK-701; Aadarsh 3636; J-1006
Andhra Pradesh,Chittoor,Main Kharif,Limited Irrigation,Bisco X 5129; HQPM-28; DMRH-1305; Aadarsh 3636
Andhra Pradesh,Chittoor,Late Kharif,Irrigated,Raakhi 1899; Late varieties; CO 6; CT 7722
Andhra Pradesh,Chittoor,Late Kharif,Rainfed,HQPM-7; Late varieties
Andhra Pradesh,Chittoor,Late Kharif,Limited Irrigation,Bisco X 5129; Late varieties; Prakash; KMH-218 Plus
Andhra Pradesh,Chittoor,Early Rabi,Irrigated,MM 9344; Aadarsh 3636; DMRH-1308
Andhra Pradesh,Chittoor,Early Rabi,Rainfed,Bisco X 5129; P2809W
Andhra Pradesh,Chittoor,Early Rabi,Limited Irrigation,Bisco X 5129; P2809W; Him 123; CT 7722
Andhra Pradesh,Chittoor,Main Rabi,Irrigated,Bisco X 5129; COH(M) 8
Andhra Pradesh,Chittoor,Main Rabi,Rainfed,HQPM-7; NMH-731
Andhra Pradesh,Chittoor,Main Rabi,Limited Irrigation,HQPM-7; HQPM-4; DMRH-1305
Andhra Pradesh,Chittoor,Late Rabi,Irrigated,HQPM-7; Kaushal 3339; HQPM-7
Andhra Pradesh,Chittoor,Late Rabi,Rainfed,Bisco X 5129; Raakhi 1899; Vijay; HQPM-1
Andhra Pradesh,Chittoor,Late Rabi,Limited Irrigation,MM 9344; Raakhi 1899; DMRH-1305
Andhra Pradesh,Tirupati,Kharif,Irrigated,HQPM-7; DMRH-1301; P2848W; Kanchan
Andhra Pradesh,Tirupati,Kharif,Rainfed,Bisco X 5129; MM 9344; Vijay; Ganga-5
Andhra Pradesh,Tirupati,Kharif,Limited Irrigation,Raakhi 1899; Bisco 855; Prakash
Andhra Pradesh,Tirupati,Rabi,Irrigated,Raakhi 1899; DMRH-1308; DMRH-1308
Andhra Pradesh,Tirupati,Rabi,Rainfed,Raakhi 1899; P2848W; Aadarsh 3636
Andhra Pradesh,Tirupati,Rabi,Limited Irrigation,HQPM-7; CT 7722; Prakash; Partap Kanchan-2
Andhra Pradesh,Tirupati,Summer,Irrigated,HQPM-7; Sugar 75; CO 6
Andhra Pradesh,Tirupati,Summer,Rainfed,Bisco X 5129; P2809W; Amber
Andhra Pradesh,Tirupati,Summer,Limited Irrigation,Bisco X 5129; P2848W; Malwa King
Andhra Pradesh,Tirupati,Early Kharif,Irrigated,Bisco X 5129; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Tirupati,Early Kharif,Rainfed,Raakhi 1899; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Tirupati,Early Kharif,Limited Irrigation,MM 9344; DHM 115
Andhra Pradesh,Tirupati,Main Kharif,Irrigated,Raakhi 1899; Ganga Hybrid-1; P2848W; PMH-10
Andhra Pradesh,Tirupati,Main Kharif,Rainfed,Raakhi 1899; Sugar 75; Diyara Composite; Almora Sweet Corn
Andhra Pradesh,Tirupati,Main Kharif,Limited Irrigation,MM 9344; Almora Sweet Corn
Andhra Pradesh,Tirupati,Late Kharif,Irrigated,MM 9344; PMH-3; HQPM-7
Andhra Pradesh,Tirupati,Late Kharif,Rainfed,Bisco X 5129; Late varieties; Diyara Composite
Andhra Pradesh,Tirupati,Late Kharif,Limited Irrigation,HQPM-7; NMH-731
Andhra Pradesh,Tirupati,Early Rabi,Irrigated,Bisco X 5129; P2809W; CO 6; HQPM-1
Andhra Pradesh,Tirupati,Early Rabi,Rainfed,Raakhi 1899; Aadarsh 3636; Aadarsh 3636
Andhra Pradesh,Tirupati,Early Rabi,Limited Irrigation,Raakhi 1899; CT 1188; DMRH-1305; Pusa HM8 Improved
Andhra Pradesh,Tirupati,Main Rabi,Irrigated,Bisco X 5129; Shaktiman-1; HQPM-7; Madhuri
Andhra Pradesh,Tirupati,Main Rabi,Rainfed,MM 9344; Almora Sweet Corn; Amber; DMRH-1301
Andhra Pradesh,Tirupati,Main Rabi,Limited Irrigation,Bisco X 5129; Shaktiman-1
Andhra Pradesh,Tirupati,Late Rabi,Irrigated,Raakhi 1899; CT 7722
Andhra Pradesh,Tirupati,Late Rabi,Rainfed,HQPM-7; CT 7722; Aadarsh 3636; Ganga-5
Andhra Pradesh,Tirupati,Late Rabi,Limited Irrigation,HQPM-7; CT 7722; Prakash; PEH-1
Gujarat,Ahmedabad,Kharif,Irrigated,Agraj; MM 9344; CO 6; PFM-66
Gujarat,Ahmedabad,Kharif,Rainfed,Agraj; CO 6; Vijay
Gujarat,Ahmedabad,Kharif,Limited Irrigation,Agraj; CO 6; Him 123
Gujarat,Ahmedabad,Rabi,Irrigated,Agraj; DMRH-1308; DMRH-1308
Gujarat,Ahmedabad,Rabi,Rainfed,Mitra; P2848W; Aadarsh 3636; LQMH-1
Gujarat,Ahmedabad,Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; P2848W; Him 123
Gujarat,Ahmedabad,Summer,Irrigated,Gujarat Makai-6; Hi-Starch; P2848W
Gujarat,Ahmedabad,Summer,Rainfed,Gujarat Makai-6; Hi-Starch
Gujarat,Ahmedabad,Summer,Limited Irrigation,Gujarat Makai-6; Sugar 75
Gujarat,Ahmedabad,Early Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; DHM 115
Gujarat,Ahmedabad,Early Kharif,Rainfed,Mitra; Prakash; Vijay
Gujarat,Ahmedabad,Early Kharif,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Prakash; Prakash
Gujarat,Ahmedabad,Main Kharif,Irrigated,Mitra; Him 129; P2848W; Shaktiman-3
Gujarat,Ahmedabad,Main Kharif,Rainfed,Agraj; P2809W
Gujarat,Ahmedabad,Main Kharif,Limited Irrigation,Mitra; Kissan Composite; Him 123; Ganga Safed-2
Gujarat,Ahmedabad,Late Kharif,Irrigated,Agraj; PMH-3; DMRH-1308
Gujarat,Ahmedabad,Late Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; PMH-3
Gujarat,Ahmedabad,Late Kharif,Limited Irrigation,Mitra; PMH-3
Gujarat,Ahmedabad,Early Rabi,Irrigated,Agraj; P2809W; CO 6; Early Composite
Gujarat,Ahmedabad,Early Rabi,Rainfed,Gujarat Makai-6; CT 1188; Aadarsh 3636; Sartaj
Gujarat,Ahmedabad,Early Rabi,Limited Irrigation,Agraj; CT 1188
Gujarat,Ahmedabad,Main Rabi,Irrigated,Mitra; DMRH-1305; HQPM-7
Gujarat,Ahmedabad,Main Rabi,Rainfed,Gujarat Makai-6; PEH-1; Diyara Composite
Gujarat,Ahmedabad,Main Rabi,Limited Irrigation,Mitra; Pusa HM4 Improved; Him 123; VL Popcorn
Gujarat,Ahmedabad,Late Rabi,Irrigated,Agraj; Raakhi 1899
Gujarat,Ahmedabad,Late Rabi,Rainfed,Agraj; Raakhi 1899
Gujarat,Ahmedabad,Late Rabi,Limited Irrigation,Mitra; Raakhi 1899; Prakash; Pearl Popcorn
Gujarat,Gandhinagar,Kharif,Irrigated,Mitra; MM 9344; DMRH-1308
Gujarat,Gandhinagar,Kharif,Rainfed,Agraj; MM 9344
Gujarat,Gandhinagar,Kharif,Limited Irrigation,Mitra; CO 6; Malwa King; Rajendra Makka-1
Gujarat,Gandhinagar,Rabi,Irrigated,Agraj; Kaushal 3339; DMRH-1308; Naveen Composite
Gujarat,Gandhinagar,Rabi,Rainfed,Gujarat Makai-6; CT 7722
Gujarat,Gandhinagar,Rabi,Limited Irrigation,Gujarat Makai-6; P2848W
Gujarat,Gandhinagar,Summer,Irrigated,Gujarat Makai-6; P2809W; CO 6; Kissan Composite
Gujarat,Gandhinagar,Summer,Rainfed,Gujarat Makai-6; Hi-Starch; Vijay; DMRH-1305
Gujarat,Gandhinagar,Summer,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Sugar 75; Him 123; Partap Kanchan-2
Gujarat,Gandhinagar,Early Kharif,Irrigated,Agraj; Early Composite; DMRH-1308
Gujarat,Gandhinagar,Early Kharif,Rainfed,Agraj; DHM 115; Vijay
Gujarat,Gandhinagar,Early Kharif,Limited Irrigation,Mitra; DHM 115; Prakash
Gujarat,Gandhinagar,Main Kharif,Irrigated,Gujarat Makai-6; Agraj; CO 6; Pioneer 3342
Gujarat,Gandhinagar,Main Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; Sona; Aadarsh 3636
Gujarat,Gandhinagar,Main Kharif,Limited Irrigation,Agraj; Ganga-7
Gujarat,Gandhinagar,Late Kharif,Irrigated,Mitra; Late varieties; P2848W; Rattan
Gujarat,Gandhinagar,Late Kharif,Rainfed,Gujarat Makai-6; Late varieties
Gujarat,Gandhinagar,Late Kharif,Limited Irrigation,Gujarat Makai-6; Late varieties; DMRH-1305
Gujarat,Gandhinagar,Early Rabi,Irrigated,Agraj; Aadarsh 3636
Gujarat,Gandhinagar,Early Rabi,Rainfed,Mitra; CT 1188
Gujarat,Gandhinagar,Early Rabi,Limited Irrigation,Agraj; Aadarsh 3636
Gujarat,Gandhinagar,Main Rabi,Irrigated,Gujarat Anand White Maize Hybrid-2; PMH-10; DMRH-1308
Gujarat,Gandhinagar,Main Rabi,Rainfed,Agraj; Him 128
Gujarat,Gandhinagar,Main Rabi,Limited Irrigation,Agraj; Early Composite; Prakash
Gujarat,Gandhinagar,Late Rabi,Irrigated,Agraj; Raakhi 1899
Gujarat,Gandhinagar,Late Rabi,Rainfed,Agraj; CT 7722; Diyara Composite; HQPM-7
Gujarat,Gandhinagar,Late Rabi,Limited Irrigation,Agraj; CT 7722; Him 123
Gujarat,Mehsana,Kharif,Irrigated,Agraj; MM 9344; CO 6
Gujarat,Mehsana,Kharif,Rainfed,Agraj; CO 6
Gujarat,Mehsana,Kharif,Limited Irrigation,Agraj; MM 9344
Gujarat,Mehsana,Rabi,Irrigated,Agraj; P2848W; P2848W
Gujarat,Mehsana,Rabi,Rainfed,Gujarat Makai-6; P2848W; Vijay
Gujarat,Mehsana,Rabi,Limited Irrigation,Agraj; DMRH-1308
Gujarat,Mehsana,Summer,Irrigated,Mitra; P2848W
Gujarat,Mehsana,Summer,Rainfed,Agraj; Sugar 75; Vijay; Him 123
Gujarat,Mehsana,Summer,Limited Irrigation,Agraj; Sugar 75; Him 123
Gujarat,Mehsana,Early Kharif,Irrigated,Gujarat Makai-6; Pusa Extra Early Hybrid Makka-5; HQPM-7; PFM-66
Gujarat,Mehsana,Early Kharif,Rainfed,Agraj; Early Composite; Vijay
Gujarat,Mehsana,Early Kharif,Limited Irrigation,Agraj; Pusa Extra Early Hybrid Makka-5; Malwa King; PMH 17
Gujarat,Mehsana,Main Kharif,Irrigated,Mitra; KMH-218 Plus
Gujarat,Mehsana,Main Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; LQMH-1; Aadarsh 3636; DMRH-1305
Gujarat,Mehsana,Main Kharif,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; VL Baby corn 1; Malwa King
Gujarat,Mehsana,Late Kharif,Irrigated,Gujarat Makai-6; Late varieties; P2848W
Gujarat,Mehsana,Late Kharif,Rainfed,Mitra; Late varieties; Diyara Composite; Dekalb 9208
Gujarat,Mehsana,Late Kharif,Limited Irrigation,Mitra; NMH-731; Prakash
Gujarat,Mehsana,Early Rabi,Irrigated,Gujarat Makai-6; CT 1188; CO 6; Prakash
Gujarat,Mehsana,Early Rabi,Rainfed,Gujarat Makai-6; CT 1188; Amber; Rattan
Gujarat,Mehsana,Early Rabi,Limited Irrigation,Agraj; Aadarsh 3636; Him 123
Gujarat,Mehsana,Main Rabi,Irrigated,Gujarat Makai-6; HM-12
Gujarat,Mehsana,Main Rabi,Rainfed,Mitra; P2848W
Gujarat,Mehsana,Main Rabi,Limited Irrigation,Mitra; NAH-2049; Prakash
Gujarat,Mehsana,Late Rabi,Irrigated,Gujarat Anand White Maize Hybrid-2; Kaushal 3339
Gujarat,Mehsana,Late Rabi,Rainfed,Gujarat Makai-6; CT 7722; Amber
Gujarat,Mehsana,Late Rabi,Limited Irrigation,Mitra; CT 7722; Him 123
Gujarat,Patan,Kharif,Irrigated,Gujarat Makai-6; Bisco 855; DMRH-1308; Almora Sweet Corn
Gujarat,Patan,Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; DMRH-1301; Aadarsh 3636; COH(M) 8
Gujarat,Patan,Kharif,Limited Irrigation,Gujarat Makai-6; MM 9344; DMRH-1305; Vivek QPM 9
Gujarat,Patan,Rabi,Irrigated,Mitra; CT 7722; HQPM-7
Gujarat,Patan,Rabi,Rainfed,Agraj; DMRH-1308; Amber; Agraj
Gujarat,Patan,Rabi,Limited Irrigation,Gujarat Makai-6; DMRH-1308; Malwa King; LQMH-1
Gujarat,Patan,Summer,Irrigated,Mitra; P2848W
Gujarat,Patan,Summer,Rainfed,Mitra; Hi-Starch
Gujarat,Patan,Summer,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; P2809W
Gujarat,Patan,Early Kharif,Irrigated,Mitra; Early Composite; P2848W; P3506W
Gujarat,Patan,Early Kharif,Rainfed,Agraj; Early Composite; Aadarsh 3636
Gujarat,Patan,Early Kharif,Limited Irrigation,Agraj; Early Composite; Prakash
Gujarat,Patan,Main Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; Pusa HM-9 Improved; P2848W
Gujarat,Patan,Main Kharif,Rainfed,Gujarat Makai-6; Shaktiman-2
Gujarat,Patan,Main Kharif,Limited Irrigation,Agraj; DMRH-1305
Gujarat,Patan,Late Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; Late varieties
Gujarat,Patan,Late Kharif,Rainfed,Gujarat Makai-6; Late varieties; Diyara Composite; African Tall
Gujarat,Patan,Late Kharif,Limited Irrigation,Agraj; PMH-3
Gujarat,Patan,Early Rabi,Irrigated,Mitra; P2809W
Gujarat,Patan,Early Rabi,Rainfed,Mitra; P2809W
Gujarat,Patan,Early Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; P2809W
Gujarat,Patan,Main Rabi,Irrigated,Mitra; Pioneer 3342
Gujarat,Patan,Main Rabi,Rainfed,Gujarat Anand White Maize Hybrid-2; LQMH-1; Aadarsh 3636; COH(M) 8
Gujarat,Patan,Main Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Mitra; Malwa King
Gujarat,Patan,Late Rabi,Irrigated,Gujarat Makai-6; Kaushal 3339; HQPM-7
Gujarat,Patan,Late Rabi,Rainfed,Agraj; Kaushal 3339; Aadarsh 3636
Gujarat,Patan,Late Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Raakhi 1899; Him 123
Gujarat,Banaskantha,Kharif,Irrigated,Mitra; DMRH-1301
Gujarat,Banaskantha,Kharif,Rainfed,Gujarat Makai-6; DMRH-1301; Diyara Composite
Gujarat,Banaskantha,Kharif,Limited Irrigation,Mitra; DMRH-1301
Gujarat,Banaskantha,Rabi,Irrigated,Mitra; P2848W
Gujarat,Banaskantha,Rabi,Rainfed,Gujarat Makai-6; CT 7722; Aadarsh 3636
Gujarat,Banaskantha,Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; P2848W; Malwa King
Gujarat,Banaskantha,Summer,Irrigated,Mitra; P2809W; CO 6
Gujarat,Banaskantha,Summer,Rainfed,Gujarat Anand White Maize Hybrid-2; Sugar 75; Vijay
Gujarat,Banaskantha,Summer,Limited Irrigation,Agraj; P2809W
Gujarat,Banaskantha,Early Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; Prakash; P2848W; NMH-803
Gujarat,Banaskantha,Early Kharif,Rainfed,Mitra; Pusa Extra Early Hybrid Makka-5; Aadarsh 3636; Pusa Vivek QPM9 Improved
Gujarat,Banaskantha,Early Kharif,Limited Irrigation,Mitra; Prakash
Gujarat,Banaskantha,Main Kharif,Irrigated,Mitra; HM-10; CO 6
Gujarat,Banaskantha,Main Kharif,Rainfed,Mitra; Sona; Aadarsh 3636; HQPM-4
Gujarat,Banaskantha,Main Kharif,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Pusa Extra Early Hybrid Makka-5
Gujarat,Banaskantha,Late Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; Late varieties; CO 6
Gujarat,Banaskantha,Late Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; NMH-731; Amber
Gujarat,Banaskantha,Late Kharif,Limited Irrigation,Mitra; Late varieties
Gujarat,Banaskantha,Early Rabi,Irrigated,Gujarat Anand White Maize Hybrid-2; P2809W; CO 6
Gujarat,Banaskantha,Early Rabi,Rainfed,Agraj; P2809W; Aadarsh 3636
Gujarat,Banaskantha,Early Rabi,Limited Irrigation,Mitra; Aadarsh 3636; Prakash
Gujarat,Banaskantha,Main Rabi,Irrigated,Mitra; Sartaj
Gujarat,Banaskantha,Main Rabi,Rainfed,Gujarat Anand White Maize Hybrid-2; Paras; Amber; Kanchan
Gujarat,Banaskantha,Main Rabi,Limited Irrigation,Agraj; CO 6; Prakash; DHM 115
Gujarat,Banaskantha,Late Rabi,Irrigated,Gujarat Anand White Maize Hybrid-2; Kaushal 3339; P2848W; CT 1188
Gujarat,Banaskantha,Late Rabi,Rainfed,Gujarat Makai-6; Raakhi 1899; Vijay; NAH-2049
Gujarat,Banaskantha,Late Rabi,Limited Irrigation,Gujarat Makai-6; Raakhi 1899
Gujarat,Sabarkantha,Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; CO 6; P2848W
Gujarat,Sabarkantha,Kharif,Rainfed,Gujarat Makai-6; MM 9344; Amber; Bio-22027
Gujarat,Sabarkantha,Kharif,Limited Irrigation,Mitra; CO 6; Him 123; Ganga-7
Gujarat,Sabarkantha,Rabi,Irrigated,Gujarat Makai-6; P2848W; CO 6
Gujarat,Sabarkantha,Rabi,Rainfed,Gujarat Anand White Maize Hybrid-2; DMRH-1308; Aadarsh 3636
Gujarat,Sabarkantha,Rabi,Limited Irrigation,Gujarat Makai-6; Kaushal 3339; Malwa King
Gujarat,Sabarkantha,Summer,Irrigated,Mitra; P2848W; HQPM-7; NMH-731
Gujarat,Sabarkantha,Summer,Rainfed,Gujarat Makai-6; Hi-Starch; Aadarsh 3636
Gujarat,Sabarkantha,Summer,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; Hi-Starch; Prakash
Gujarat,Sabarkantha,Early Kharif,Irrigated,Gujarat Makai-6; DHM 115; DMRH-1308; Paras
Gujarat,Sabarkantha,Early Kharif,Rainfed,Agraj; Early Composite; Amber; DMRH-1305
Gujarat,Sabarkantha,Early Kharif,Limited Irrigation,Agraj; Early Composite; Him 123
Gujarat,Sabarkantha,Main Kharif,Irrigated,Gujarat Anand White Maize Hybrid-2; PMH-10; DMRH-1308
Gujarat,Sabarkantha,Main Kharif,Rainfed,Agraj; Agraj; Aadarsh 3636
Gujarat,Sabarkantha,Main Kharif,Limited Irrigation,Agraj; VL Baby corn 1; Him 123
Gujarat,Sabarkantha,Late Kharif,Irrigated,Gujarat Makai-6; NMH-731; HQPM-7
Gujarat,Sabarkantha,Late Kharif,Rainfed,Agraj; Late varieties; Diyara Composite
Gujarat,Sabarkantha,Late Kharif,Limited Irrigation,Mitra; Late varieties; Malwa King
Gujarat,Sabarkantha,Early Rabi,Irrigated,Agraj; Aadarsh 3636; CO 6; Shaktiman-2
Gujarat,Sabarkantha,Early Rabi,Rainfed,Gujarat Makai-6; Aadarsh 3636
Gujarat,Sabarkantha,Early Rabi,Limited Irrigation,Gujarat Makai-6; P2809W; DMRH-1305; Paravati
Gujarat,Sabarkantha,Main Rabi,Irrigated,Gujarat Makai-6; Pusa HM8 Improved; DMRH-1308; PHB 30B50
Gujarat,Sabarkantha,Main Rabi,Rainfed,Gujarat Makai-6; Paravati; Diyara Composite; CP 988
Gujarat,Sabarkantha,Main Rabi,Limited Irrigation,Mitra; Amber; Him 123
Gujarat,Sabarkantha,Late Rabi,Irrigated,Gujarat Makai-6; CT 7722
Gujarat,Sabarkantha,Late Rabi,Rainfed,Gujarat Makai-6; Kaushal 3339; Vijay; Kanchan
Gujarat,Sabarkantha,Late Rabi,Limited Irrigation,Mitra; CT 7722
Gujarat,Aravalli,Kharif,Irrigated,Gujarat Makai-6; CO 6
Gujarat,Aravalli,Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; Bisco 855
Gujarat,Aravalli,Kharif,Limited Irrigation,Mitra; CO 6; DMRH-1305; COH(M) 8
Gujarat,Aravalli,Rabi,Irrigated,Mitra; Kaushal 3339; HQPM-7; Jawahar
Gujarat,Aravalli,Rabi,Rainfed,Gujarat Makai-6; DMRH-1308; Aadarsh 3636
Gujarat,Aravalli,Rabi,Limited Irrigation,Gujarat Anand White Maize Hybrid-2; P2848W; Prakash; Amber Popcorn
Gujarat,Aravalli,Summer,Irrigated,Gujarat Makai-6; Hi-Starch; HQPM-7; Pioneer 3342
Gujarat,Aravalli,Summer,Rainfed,Agraj; P2848W; Aadarsh 3636; Aadarsh 3636
Gujarat,Aravalli,Summer,Limited Irrigation,Gujarat Makai-6; Hi-Starch; Prakash; Jawahar
Gujarat,Aravalli,Early Kharif,Irrigated,Gujarat Makai-6; Early Composite; HQPM-7; PMH 17
Gujarat,Aravalli,Early Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; Early Composite
Gujarat,Aravalli,Early Kharif,Limited Irrigation,Agraj; DHM 115
Gujarat,Aravalli,Main Kharif,Irrigated,Gujarat Makai-6; DMRH-1301; CO 6; Bisco X 5129
Gujarat,Aravalli,Main Kharif,Rainfed,Gujarat Anand White Maize Hybrid-2; Vivek QPM 9; Aadarsh 3636
Gujarat,Aravalli,Main Kharif,Limited Irrigation,Gujarat Makai-6; Pusa Bio fortified Maize Hybrid-4; Him 123; P2809W
